,date,changeinaccountspayable,changeinaccountsreceivable,changeininventory,depreciationamortization,other,stockbasedcompensation,ticker,deferredincometaxes,dividendspaid,effectofexchangeratechangesoncash,proceedsfromissuanceofdebt,repaymentsofdebt,capitalexpenditures,changeinaccruedexpenses,netcashprovidedbyfinancingactivities,netcashprovidedbyinvestingactivities,netcashprovidedbyoperatingactivities,netincreasedecreaseincash,repurchaseofstock,proceedsfromissuanceofstock
439,2024-10-31,0.0,0.0,,6300000.0,-16819000.0,0.0,CRWD,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,
440,2024-07-31,0.0,0.0,,6300000.0,46690000.0,0.0,CRWD,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,
441,2024-04-30,276000.0,150249000.0,,5995000.0,296667000.0,183125000.0,CRWD,-255000.0,,,0.0,,-49683000.0,-16629000.0,0.0,0.0,383228000.0,,,
442,2023-10-31,0.0,0.0,,4600000.0,26669000.0,0.0,CRWD,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,
443,2023-07-31,0.0,0.0,,4100000.0,8476000.0,0.0,CRWD,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,
444,2023-04-30,-18596000.0,165089000.0,,4174000.0,557676000.0,130856000.0,CRWD,-255000.0,,,2651000.0,,-62264000.0,-36076000.0,7908000.0,66031000.0,300892000.0,,,
445,2022-10-31,0.0,0.0,,4100000.0,-54631000.0,0.0,CRWD,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,,,
446,2025-01-25,0.0,0.0,0.0,,2428000000000000.0,0.0,CSCO,0.0,0.0,,,,,,0.0,0.0,0.0,,,
447,2024-10-26,-269000000.0,2227000000.0,229000000.0,,1957000000000000.0,827000000.0,CSCO,-281000000.0,-1592000000.0,,,,,,-2784000000.0,479000000.0,3661000000.0,,,
448,2024-04-27,0.0,0.0,0.0,,1886000000000000.0,0.0,CSCO,0.0,0.0,,,,,,0.0,0.0,0.0,,,
449,2024-01-27,0.0,0.0,0.0,,2634000000000000.0,0.0,CSCO,0.0,0.0,,,,,,0.0,0.0,0.0,,,
450,2023-10-28,-235000000.0,979000000.0,307000000.0,,2991000000000000.0,661000000.0,CSCO,-513000000.0,-1580000000.0,,,,,,-3800000000.0,952000000.0,2371000000.0,,,
451,2023-04-29,0.0,0.0,0.0,,3212000000000000.0,0.0,CSCO,0.0,0.0,,,,,,0.0,0.0,0.0,,,
452,2023-01-28,0.0,0.0,0.0,,2773000000000000.0,0.0,CSCO,0.0,0.0,,,,,,0.0,0.0,0.0,,,
453,2024-09-30,0.0,0.0,,416000000.0,493000000.0,,CSX,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,
454,2024-06-30,0.0,0.0,,410000000.0,444000000.0,,CSX,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,
455,2024-03-31,72000000.0,5000000.0,,410000000.0,-133000000.0,,CSX,11000000.0,-235000000.0,,,,,,-450000000.0,-504000000.0,1084000000.0,130000000.0,,
456,2023-09-30,0.0,0.0,,399000000.0,-80000000.0,,CSX,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,
457,2023-06-30,0.0,0.0,,402000000.0,165000000.0,,CSX,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,
458,2023-03-31,70000000.0,-63000000.0,,393000000.0,-876000000.0,,CSX,35000000.0,-226000000.0,,,,,,-1438000000.0,-480000000.0,1251000000.0,-667000000.0,,
459,2022-09-30,0.0,0.0,,378000000.0,-111000000.0,,CSX,0.0,0.0,,,,,,0.0,0.0,0.0,0.0,,
460,2024-11-30,0.0,0.0,0.0,0.0,448495000.0,0.0,CTAS,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
461,2024-08-31,56698000.0,-49129000.0,11318000.0,115204000.0,460987000.0,33598000.0,CTAS,1887000.0,-138237000.0,-250000.0,,0.0,-92921000.0,,-592792000.0,-114332000.0,466732000.0,-240642000.0,-614802000.0,
462,2024-02-29,0.0,0.0,0.0,0.0,397579000.0,0.0,CTAS,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
463,2023-11-30,0.0,0.0,0.0,0.0,374613000.0,0.0,CTAS,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
464,2023-08-31,12443000.0,-43892000.0,8541000.0,106812000.0,167391000.0,30721000.0,CTAS,-1367000.0,-117565000.0,-757000.0,,-10000000.0,-106697000.0,,-202375000.0,-169836000.0,336945000.0,-36023000.0,-73276000.0,
465,2023-02-28,0.0,0.0,0.0,0.0,325827000.0,0.0,CTAS,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
466,2022-11-30,0.0,0.0,0.0,0.0,324293000.0,0.0,CTAS,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,
467,2024-09-30,0.0,0.0,,0.0,1182000000.0,0.0,CTSH,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,,
468,2024-06-30,0.0,0.0,,0.0,566000000.0,0.0,CTSH,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,,
469,2024-03-31,-47000000.0,39000000.0,,133000000.0,-1366000000.0,62000000.0,CTSH,-26000000.0,-151000000.0,-39000000.0,,0.0,-79000000.0,,,,95000000.0,,,
470,2023-09-30,0.0,0.0,,0.0,525000000.0,0.0,CTSH,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,,
471,2023-06-30,0.0,0.0,,0.0,463000000.0,0.0,CTSH,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,,
472,2023-03-31,-26000000.0,89000000.0,,132000000.0,-234000000.0,67000000.0,CTSH,-16000000.0,-150000000.0,0.0,,-1000000.0,-98000000.0,,,,729000000.0,,,
473,2022-09-30,0.0,0.0,,0.0,629000000.0,0.0,CTSH,0.0,0.0,0.0,,0.0,0.0,,,,0.0,,,
474,,0.0,,0.0,306000000.0,-522000000.0,,CTVA,,0.0,0.0,,,0.0,,,,0.0,,-250000000.0,
475,,0.0,,0.0,312000000.0,1023000000.0,,CTVA,,0.0,0.0,,,0.0,,,,0.0,,0.0,
476,,-615000000.0,,618000000.0,307000000.0,-559000000.0,,CTVA,,-112000000.0,-31000000.0,,,-148000000.0,,,,-5215000000.0,,-252000000.0,
477,,0.0,,0.0,306000000.0,-320000000.0,,CTVA,,0.0,0.0,,,0.0,,,,0.0,,-250000000.0,
478,,0.0,,0.0,306000000.0,717000000.0,,CTVA,,0.0,0.0,,,0.0,,,,0.0,,-80000000.0,
479,,-908000000.0,,324000000.0,287000000.0,-4070000000.0,,CTVA,,-107000000.0,-2000000.0,,,-151000000.0,,,,0.0,,-252000000.0,
480,,0.0,,0.0,310000000.0,-328000000.0,,CTVA,,0.0,0.0,,,0.0,,,,0.0,,-200000000.0,
481,2024-09-30,0.0,0.0,0.0,0.0,678000000000000.0,0.0,CVS,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
482,2024-06-30,0.0,0.0,0.0,0.0,1768000000000000.0,0.0,CVS,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
483,2024-03-31,-1410000000.0,3008000000.0,1660000000.0,1138000000.0,7.8031e+16,137000000.0,CVS,,-840000000.0,,0.0,-18000000.0,-705000000.0,,-1227000000.0,-2094000000.0,4903000000.0,,-3027000000.0,
484,2023-09-30,0.0,0.0,0.0,0.0,2265000000000000.0,0.0,CVS,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
485,2023-06-30,0.0,0.0,0.0,0.0,1914000000000000.0,0.0,CVS,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
486,2023-03-31,-1203000000.0,-751000000.0,828000000.0,1001000000.0,7.8746e+16,103000000.0,CVS,,-779000000.0,,5951000000.0,-362000000.0,-984000000.0,,2726000000.0,-8514000000.0,7438000000.0,,-2018000000.0,
487,2022-09-30,0.0,0.0,0.0,0.0,-929000000000000.0,0.0,CVS,,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,
488,2024-09-30,,,0.0,4214000000000000.0,4496000000000000.0,,CVX,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,,
489,2024-06-30,,,0.0,4004000000000000.0,4443000000000000.0,,CVX,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,,
490,2024-03-31,,,27000000.0,4091000000000000.0,-1.0345e+16,,CVX,688000000.0,,-72000000.0,203000000.0,-1012000000.0,-4089000000.0,,,,6828000000.0,,,
491,2023-09-30,,,0.0,4025000000000000.0,6555000000000000.0,,CVX,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,,
492,2023-06-30,,,0.0,3521000000000000.0,6008000000000000.0,,CVX,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,,
493,2023-03-31,,,36000000.0,3526000000000000.0,-1.1756e+16,,CVX,790000000.0,,-47000000.0,0.0,-13000000.0,-3038000000.0,,,,7205000000.0,,,
494,2022-09-30,,,0.0,4201000000000000.0,1.1238e+16,,CVX,0.0,,0.0,0.0,0.0,0.0,,,,0.0,,,
495,2024-09-30,0.0,0.0,0.0,,1546000000000000.0,,D,0.0,,,,0.0,,,0.0,0.0,0.0,,,
496,2024-06-30,0.0,0.0,0.0,,1398000000000000.0,,D,0.0,,,,0.0,,,0.0,0.0,0.0,,,
497,2024-03-31,-126000000.0,133000000.0,16000000.0,,5582000000000000.0,,D,-160000000.0,,,,-499000000.0,,,-3332000000.0,1385000000.0,1982000000.0,,,
498,2023-09-30,0.0,0.0,0.0,,981000000000000.0,,D,0.0,,,,0.0,,,0.0,0.0,0.0,,,
499,2023-06-30,0.0,0.0,0.0,,1147000000000000.0,,D,0.0,,,,0.0,,,0.0,0.0,0.0,,,
500,2023-03-31,-588000000.0,519000000.0,-21000000.0,,4248000000000000.0,,D,174000000.0,,,,-3018000000.0,,,1820000000.0,-2302000000.0,2097000000.0,,,
501,2022-09-30,0.0,0.0,0.0,,1339000000000000.0,,D,0.0,,,,0.0,,,0.0,0.0,0.0,,,
502,2024-09-30,0.0,0.0,,138000000.0,161000000.0,0.0,DASH,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,
503,2024-06-30,0.0,0.0,,140000000.0,-75000000.0,0.0,DASH,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,
504,2024-03-31,-12000000.0,-18000000.0,,142000000.0,334000000.0,252000000.0,DASH,,,,,,-17000000.0,306000000.0,7000000.0,-72000000.0,553000000.0,,0.0,
505,2023-09-30,0.0,0.0,,128000000.0,-75000000.0,0.0,DASH,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,
506,2023-06-30,0.0,0.0,,128000000.0,-172000000.0,0.0,DASH,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,
507,2023-03-31,61000000.0,17000000.0,,123000000.0,234000000.0,230000000.0,DASH,,,,,,-39000000.0,51000000.0,-390000000.0,-10000000.0,0.0,,-392000000.0,
508,2022-09-30,0.0,0.0,,118000000.0,-296000000.0,0.0,DASH,,,,,,0.0,0.0,0.0,0.0,0.0,,0.0,
509,2024-09-30,0.0,0.0,,13500000.0,0.0,4375000.0,DDOG,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
510,2024-06-30,0.0,0.0,,12500000.0,0.0,4260000.0,DDOG,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
511,2024-03-31,-17122000.0,58222000.0,,25589000.0,-276349000.0,137679000.0,DDOG,,,-1374000.0,,,-14158000.0,-7433000.0,2191000.0,-261208000.0,212270000.0,0.0,,
512,2023-09-30,0.0,0.0,,10200000.0,0.0,3071000.0,DDOG,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
513,2023-06-30,0.0,0.0,,9400000.0,0.0,4010000.0,DDOG,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
514,2023-03-31,18545000.0,32505000.0,,14573000.0,-384253000.0,116955000.0,DDOG,,,623000.0,,,-8739000.0,-28080000.0,2098000.0,-256248000.0,133787000.0,0.0,,
515,2022-09-30,0.0,0.0,,0.0,0.0,3920000.0,DDOG,,,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,
516,2025-01-26,-1845000000.0,,-795000000.0,549000000.0,-301000000000000.0,28000000.0,DE,208000000.0,-403000000.0,-87000000.0,,0.0,-352000000.0,,,1416000000.0,,,,0.0
517,2024-07-28,0.0,,0.0,0.0,1784000000000000.0,0.0,DE,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0
518,2024-04-28,0.0,,0.0,0.0,2368000000000000.0,0.0,DE,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0
519,2024-01-28,-2327000000.0,,-723000000.0,520000000.0,-5596000000000000.0,46000000.0,DE,27000000.0,-386000000.0,16000000.0,,0.0,-362000000.0,,,1217000000.0,,,,0.0
520,2023-07-30,0.0,,0.0,0.0,2972000000000000.0,0.0,DE,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0
521,2023-04-30,0.0,,0.0,0.0,2859000000000000.0,0.0,DE,0.0,0.0,0.0,,0.0,0.0,,,0.0,,,,0.0
522,2023-01-29,-1577000000.0,,-1279000000.0,494000000.0,948000000000000.0,23000000.0,DE,-56000000.0,-341000000.0,62000000.0,,-1925000000.0,-315000000.0,,,760000000.0,,,,21000000.0
523,2024-11-01,0.0,0.0,0.0,0.0,1127000000.0,0.0,DELL,0.0,,0.0,,,0.0,,,,,,,
524,2024-08-02,0.0,0.0,0.0,0.0,841000000.0,0.0,DELL,0.0,,0.0,,,0.0,,,,,,,
525,2024-05-03,1241000000.0,683000000.0,-1236000000.0,800000000.0,-5300000000.0,210000000.0,DELL,-327000000.0,,-55000000.0,,,-596000000.0,,,,,,,
526,2023-11-03,0.0,0.0,0.0,0.0,1004000000.0,0.0,DELL,0.0,,0.0,,,0.0,,,,,,,
527,2022-10-28,0.0,0.0,0.0,0.0,241000000.0,0.0,DELL,0.0,,0.0,,,0.0,,,,,,,
528,2022-07-29,0.0,0.0,0.0,0.0,506000000.0,0.0,DELL,0.0,,0.0,,,0.0,,,,,,,
529,2024-09-27,0.0,0.0,0.0,0.0,1961000000000000.0,0.0,DHR,,,0.0,,,0.0,0.0,,,0.0,,0.0,
530,2024-06-28,0.0,0.0,0.0,0.0,1755000000000000.0,0.0,DHR,,,0.0,,,0.0,0.0,,,0.0,,0.0,
531,2024-03-29,-74000000.0,516000000.0,-118000000.0,586000000.0,4672000000000000.0,60000000.0,DHR,,,-118000000.0,,,-291000000.0,-360000000.0,,,1739000000.0,,0.0,
532,2023-09-29,0.0,0.0,0.0,0.0,1081000000000000.0,0.0,DHR,,,0.0,,,0.0,0.0,,,0.0,,0.0,
533,2023-06-30,0.0,0.0,0.0,0.0,1074000000000000.0,0.0,DHR,,,0.0,,,0.0,0.0,,,0.0,,0.0,
534,2023-03-31,-228000000.0,631000000.0,-257000000.0,557000000.0,2373000000000000.0,79000000.0,DHR,,,3000000.0,,,-275000000.0,-293000000.0,,,1947000000.0,,0.0,
535,2022-09-30,0.0,0.0,0.0,0.0,3144000000000000.0,0.0,DHR,,,0.0,,,0.0,0.0,,,0.0,,0.0,
536,2024-12-28,-1533000000.0,,4000000.0,1276000000000000.0,-4297000000000000.0,,DIS,25000000.0,,,,,,,,,3205000000.0,,,
537,2024-06-29,0.0,,0.0,1220000000000000.0,2696000000000000.0,,DIS,0.0,,,,,,,,,0.0,,,
538,2024-03-30,0.0,,0.0,1242000000000000.0,1376000000000000.0,,DIS,0.0,,,,,,,,,0.0,,,
539,2023-12-30,-1396000000.0,,8000000.0,1243000000000000.0,-2.3021e+16,,DIS,-51000000.0,,,,,,,,,2185000000.0,,,
540,2023-07-01,0.0,,0.0,1344000000000000.0,2658000000000000.0,,DIS,0.0,,,,,,,,,0.0,,,
541,2023-04-01,0.0,,0.0,1310000000000000.0,1324000000000000.0,,DIS,0.0,,,,,,,,,0.0,,,
542,2022-12-31,-2378000000.0,,-88000000.0,1306000000000000.0,-8082000000000000.0,,DIS,-15000000.0,,,,,,,,,0.0,,,
543,,0.0,,,459997000.0,40134000.0,,DLR,,,0.0,,,,,0.0,0.0,0.0,,,
544,,0.0,,,425343000.0,242971000.0,,DLR,,,0.0,,,,,0.0,0.0,0.0,,,
545,,-147557000.0,,,431102000.0,-1127040000.0,,DLR,,,13438000.0,,,,,-809714000.0,6619000.0,352275000.0,,,
546,,0.0,,,420613000.0,858938000.0,,DLR,,,0.0,,,,,0.0,0.0,0.0,,,
547,,0.0,,,432573000.0,115646000.0,,DLR,,,0.0,,,,,0.0,0.0,0.0,,,
548,,-12418000.0,,,421198000.0,-642655000.0,,DLR,,,-693000.0,,,,,390908000.0,-749007000.0,349726000.0,,,
549,,0.0,,,388704000.0,238791000.0,,DLR,,,0.0,,,,,0.0,0.0,0.0,,,
550,,0.0,,,0.0,1315000000000000.0,,DUK,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,
551,,0.0,,,0.0,921000000000000.0,,DUK,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,
552,,-553000000.0,,,1534000000.0,3634000000000000.0,,DUK,149000000.0,-806000000.0,,,,-1593000000.0,,1029000000.0,-3342000000.0,2474000000.0,,,
553,,0.0,,,0.0,1252000000000000.0,,DUK,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,
554,,0.0,,,0.0,-215000000000000.0,,DUK,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,
555,,-1449000000.0,,,1344000000.0,3739000000000000.0,,DUK,90000000.0,-815000000.0,,,,-1780000000.0,,1747000000.0,-3209000000.0,1483000000.0,,,
556,,0.0,,,0.0,1413000000000000.0,,DUK,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,,
557,2024-09-30,0.0,0.0,0.0,0.0,740800000.0,0.0,ECL,0.0,0.0,0.0,,,0.0,,,,,,,
558,2024-06-30,0.0,0.0,0.0,0.0,495000000.0,0.0,ECL,0.0,0.0,0.0,,,0.0,,,,,,,
559,2024-03-31,82700000.0,49000000.0,-65500000.0,234800000.0,-1219600000.0,47000000.0,ECL,-74400000.0,-175200000.0,1300000.0,,,-201500000.0,,,,,,,
560,2023-09-30,0.0,0.0,0.0,0.0,409400000.0,0.0,ECL,0.0,0.0,0.0,,,0.0,,,,,,,
561,2023-06-30,0.0,0.0,0.0,0.0,334700000.0,0.0,ECL,0.0,0.0,0.0,,,0.0,,,,,,,
562,2023-03-31,-268500000.0,41000000.0,70600000.0,234300000.0,-235600000.0,31400000.0,ECL,-18000000.0,-157700000.0,-21600000.0,,,-173700000.0,,,,,,,
563,2022-09-30,0.0,0.0,0.0,0.0,352000000.0,0.0,ECL,0.0,0.0,0.0,,,0.0,,,,,,,
564,2024-09-30,0.0,,,0.0,669000000000000.0,0.0,ELV,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,
565,2024-06-30,0.0,,,0.0,1683000000000000.0,0.0,ELV,0.0,,,0.0,0.0,0.0,,0.0,0.0,0.0,,,
566,2024-03-31,-257000000.0,,,331000000.0,-5720000000000000.0,62000000.0,ELV,136000000.0,,,97000000.0,0.0,-279000000.0,,32000000.0,-2310000000.0,1978000000.0,,,
567,2023-09-30,0.0,,,0.0,952000000000000.0,0.0,ELV,0.0,,,0.0,-404000000.0,0.0,,0.0,0.0,0.0,,,
568,2023-06-30,0.0,,,0.0,1506000000000000.0,0.0,ELV,0.0,,,0.0,-404000000.0,0.0,,0.0,0.0,0.0,,,
569,2023-03-31,18000000.0,,,462000000.0,4284000000000000.0,61000000.0,ELV,-255000000.0,,,43000000.0,-1908000000.0,-301000000.0,,0.0,-3184000000.0,6469000000.0,,,
570,2022-09-30,0.0,,,0.0,1307000000000000.0,0.0,ELV,0.0,,,0.0,-25000000.0,0.0,,0.0,0.0,0.0,,,
571,2024-12-31,53000000.0,,86000000.0,383000000.0,-2221000000.0,,EMR,,-301000000.0,-98000000.0,,-2000000.0,-83000000.0,166000000.0,,,,,,
572,2024-06-30,0.0,,0.0,417000000.0,337000000.0,,EMR,,0.0,0.0,,0.0,0.0,0.0,,,,,,
573,2024-03-31,0.0,,0.0,655000000.0,503000000.0,,EMR,,0.0,0.0,,0.0,0.0,0.0,,,,,,
574,2023-12-31,89000000.0,,97000000.0,653000000.0,-26453000000.0,,EMR,,-300000000.0,7000000.0,,0.0,-77000000.0,152000000.0,,,,,,
575,2023-06-30,0.0,,0.0,257000000.0,18129000000.0,,EMR,,0.0,0.0,,0.0,0.0,0.0,,,,,,
576,2023-03-31,0.0,,0.0,263000000.0,1035000000.0,,EMR,,0.0,0.0,,0.0,0.0,0.0,,,,,,
577,2022-12-31,58000000.0,,193000000.0,260000000.0,5649000000.0,,EMR,,-306000000.0,58000000.0,,-9000000.0,-59000000.0,130000000.0,,,,,,
578,2024-09-30,,,,-1317000000.0,1333000000000000.0,,ENB,0.0,,,,,0.0,,0.0,0.0,0.0,,,
579,2024-06-30,,,,-1273000000.0,3322000000000000.0,,ENB,0.0,,,,,0.0,,0.0,0.0,0.0,,,
580,2024-03-31,,,,-1193000000.0,-1.4457e+16,,ENB,134000000.0,,,,,-1185000000.0,,-120000000.0,-7792000000.0,3151000000.0,,,
581,2023-09-30,,,,-1164000000.0,1488000000000000.0,,ENB,0.0,,,,,0.0,,0.0,0.0,0.0,,,
582,2023-06-30,,,,-1137000000.0,1386000000000000.0,,ENB,0.0,,,,,0.0,,0.0,0.0,0.0,,,
583,2023-03-31,,,,-1146000000.0,-997000000000000.0,,ENB,484000000.0,,,,,-1129000000.0,,-2289000000.0,-1437000000.0,3866000000.0,,,
584,2022-09-30,,,,-1076000000.0,3735000000000000.0,,ENB,0.0,,,,,0.0,,0.0,0.0,0.0,,,
585,2024-09-30,0.0,0.0,0.0,1031000000.0,1695000000000000.0,0.0,EOG,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,
586,2024-06-30,0.0,0.0,0.0,984000000.0,1756000000000000.0,0.0,EOG,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,
587,2024-03-31,-58000000.0,58000000.0,117000000.0,1074000000.0,-929000000000000.0,45000000.0,EOG,199000000.0,-525000000.0,0.0,,-8000000.0,,,-1292000000.0,-1597000000.0,2903000000.0,,,
588,2023-09-30,0.0,0.0,0.0,898000000.0,2084000000000000.0,0.0,EOG,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,
589,2023-06-30,0.0,0.0,0.0,866000000.0,1588000000000000.0,0.0,EOG,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,
590,2023-03-31,-77000000.0,338000000.0,-77000000.0,798000000.0,-1959000000000000.0,34000000.0,EOG,234000000.0,-1067000000.0,0.0,,-8000000.0,,,-2642000000.0,-1567000000.0,3255000000.0,,,
591,2022-09-30,0.0,0.0,0.0,906000000.0,2966000000000000.0,0.0,EOG,0.0,0.0,0.0,,0.0,,,0.0,0.0,0.0,,,
592,,,,,54000000.0,1457000000000000.0,,EPD,9000000.0,,,,,0.0,,,,,,0.0,
593,,,,,51000000.0,1445000000000000.0,,EPD,5000000.0,,,,,0.0,,,,,,0.0,
594,,,,,50000000.0,726000000000000.0,,EPD,9000000.0,,,,,-1047000000.0,,,,,,-40000000.0,
595,,,,,52000000.0,1368000000000000.0,,EPD,13000000.0,,,,,0.0,,,,,,0.0,
596,,,,,50000000.0,1300000000000000.0,,EPD,-11000000.0,,,,,0.0,,,,,,0.0,
597,,,,,46000000.0,1182000000000000.0,,EPD,3000000.0,,,,,-653000000.0,,,,,,-17000000.0,
598,,,,,46000000.0,1408000000000000.0,,EPD,8000000.0,,,,,0.0,,,,,,0.0,
599,2024-09-30,0.0,0.0,,0.0,296000000.0,0.0,EQIX,,,,,0.0,,,0.0,0.0,0.0,,,
600,2024-06-30,0.0,0.0,,0.0,319000000.0,0.0,EQIX,,,,,0.0,,,0.0,0.0,0.0,,,
601,2024-03-31,-56000000.0,-85000000.0,,531000000.0,-1630000000.0,101000000.0,EQIX,,,,,-33000000.0,,,-397000000.0,-727000000.0,598000000.0,,,
602,2023-09-30,0.0,0.0,,0.0,279333000.0,0.0,EQIX,,,,,0.0,,,0.0,0.0,0.0,,,
603,2023-06-30,0.0,0.0,,0.0,208954000.0,0.0,EQIX,,,,,0.0,,,0.0,0.0,0.0,,,
604,2023-03-31,-72765000.0,-53392000.0,,461690000.0,1000574000.0,98715000.0,EQIX,,,,,0.0,,,542237000.0,-522136000.0,691408000.0,,,
605,2022-09-30,0.0,0.0,,0.0,209562000.0,0.0,EQIX,,,,,0.0,,,0.0,0.0,0.0,,,
606,,,,,1324000000000000.0,1265000000000000.0,,ET,0.0,,,,,0.0,,0.0,0.0,0.0,,,
607,,,,,1213000000000000.0,1109000000000000.0,,ET,0.0,,,,,0.0,,0.0,0.0,0.0,,,
608,,,,,1254000000000000.0,1604000000000000.0,,ET,67000000.0,,,,,-795000000.0,,-791000000.0,-1196000000.0,3772000000.0,,,
609,,,,,1107000000000000.0,942000000000000.0,,ET,0.0,,,,,0.0,,0.0,0.0,0.0,,,
610,,,,,1061000000000000.0,1327000000000000.0,,ET,0.0,,,,,0.0,,0.0,0.0,0.0,,,
611,,,,,1059000000000000.0,-1724000000000000.0,,ET,53000000.0,,,,,-853000000.0,,-2474000000.0,-803000000.0,3350000000.0,,,
612,,,,,1030000000000000.0,1475000000000000.0,,ET,0.0,,,,,0.0,,0.0,0.0,0.0,,,
613,2024-09-30,,,,0.0,1011000000.0,,ETN,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,
614,2024-06-30,,,,0.0,994000000.0,,ETN,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,
615,2024-03-31,,,,225000000.0,439000000.0,,ETN,32000000.0,-368000000.0,,,,-183000000.0,,-536000000.0,33000000.0,475000000.0,,-138000000.0,
616,2023-09-30,,,,0.0,892000000.0,,ETN,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,
617,2023-06-30,,,,0.0,745000000.0,,ETN,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,
618,2023-03-31,,,,238000000.0,135000000.0,,ETN,17000000.0,-334000000.0,,,,-126000000.0,,-281000000.0,-124000000.0,335000000.0,,0.0,
619,2022-09-30,,,,0.0,608000000.0,,ETN,0.0,0.0,,,,0.0,,0.0,0.0,0.0,,0.0,
620,2024-09-30,0.0,,0.0,0.0,3069400000.0,0.0,EW,0.0,,,,,0.0,,0.0,0.0,0.0,,,
621,2024-06-30,0.0,,0.0,0.0,365000000.0,0.0,EW,0.0,,,,,0.0,,0.0,0.0,0.0,,,
622,2024-03-31,-89100000.0,,-69500000.0,38500000.0,297300000.0,44600000.0,EW,-35800000.0,,,,,-65300000.0,,61700000.0,63100000.0,0.0,,,
623,2023-09-30,0.0,,0.0,0.0,383700000.0,0.0,EW,0.0,,,,,0.0,,0.0,0.0,0.0,,,
624,2023-06-30,0.0,,0.0,0.0,278600000.0,0.0,EW,0.0,,,,,0.0,,0.0,0.0,0.0,,,
625,2023-03-31,-45200000.0,,-32800000.0,35200000.0,445100000.0,38900000.0,EW,-51800000.0,,,,,-61500000.0,,-206600000.0,500000.0,314100000.0,,,
626,2022-09-30,0.0,,0.0,0.0,331000000.0,0.0,EW,0.0,,,,,0.0,,0.0,0.0,0.0,,,
627,,0.0,0.0,0.0,0.0,855000000.0,,EXC,,0.0,,,,0.0,,,0.0,0.0,,,0.0
628,,0.0,0.0,0.0,0.0,448000000.0,,EXC,,0.0,,,,0.0,,,0.0,0.0,,,0.0
629,,-238000000.0,-309000000.0,12000000.0,926000000.0,2378000000.0,,EXC,,-381000000.0,,,,-1767000000.0,,,0.0,0.0,,,0.0
