,date,costofrevenue,epsbasic,epsdiluted,grossprofit,netincome,operatingincome,other,researchanddevelopment,sga,sharesoutstandingbasic,sharesoutstandingdiluted,taxexpensecredit,totalrevenue,ticker,interestexpense,interestincome,nonrecurringitems,depreciationamortization,minorityinterest,incometaxexpense
312,2023-09-30,-1181000000.0,1220.0,,,265000000.0,486000000.0,1892000000000000.0,,176000000.0,,,,1667000000000000.0,CCI,217000000.0,3000000.0,72000000.0,439000000.0,,
313,2023-06-30,-1200000000.0,2100.0,,,455000000.0,667000000.0,2325000000000000.0,,210000000.0,,,,1867000000000000.0,CCI,208000000.0,5000000.0,-2000000.0,445000000.0,,
314,2023-03-31,-1145000000.0,1940.0,,,418000000.0,628000000.0,2219000000000000.0,,195000000.0,,,,1773000000000000.0,CCI,202000000.0,2000000.0,-3000000.0,431000000.0,,
315,2022-09-30,1144000000.0,0.0,,,419000000.0,602000000.0,2647000001940000.0,,187000000.0,,,,1746000000000000.0,CCI,177000000.0,1000000.0,-2000000.0,430000000.0,,
316,2024-09-30,109593000.0,,,,870.0,350056000.0,-823904000.0,407369000.0,71581000.0,272244000.0,273958000.0,238111000.0,1405262000000000.0,CDNS,-24495000.0,,0.0,,,
317,2024-06-30,94363000.0,,,,840.0,293876000.0,-725432000.0,370740000.0,63436000.0,270912000.0,273520000.0,229520000.0,1247406000000000.0,CDNS,-12905000.0,,0.0,,,
318,2024-03-31,75395000.0,,,,910.0,249956000.0,-684681000.0,378958000.0,68716000.0,269606000.0,273544000.0,247643000.0,1189692000000000.0,CDNS,-8692000.0,,0.0,,,
319,2023-09-30,85813000.0,,,,930.0,292906000.0,-713994000.0,369642000.0,58556000.0,269229000.0,272427000.0,254321000.0,1199309000000000.0,CDNS,-9059000.0,,16106000.0,,,
320,2023-06-30,74218000.0,,,,810.0,299328000.0,-672949000.0,354416000.0,54605000.0,269714000.0,272996000.0,221120000.0,1143649000000000.0,CDNS,-8877000.0,,7973000.0,,,
321,2023-03-31,100238000.0,,,,890.0,322463000.0,-694960000.0,350295000.0,53527000.0,269501000.0,273159000.0,241804000.0,1188356000000000.0,CDNS,-9260000.0,,8284000.0,,,
322,2022-10-01,62351000.0,,,,680.0,260752000.0,-637842000.0,323629000.0,73688000.0,271131000.0,274957000.0,186305000.0,1055479000000000.0,CDNS,-5463000.0,,-3017000.0,,,
323,,-5085000000.0,3830.0,3820.0,,1196000000.0,1467000000.0,9027000000000000.0,,,313000000.0,314000000.0,,6552000000000000.0,CEG,-147000000.0,,,266000000.0,,
324,,-4375000000.0,2580.0,2580.0,,809000000.0,1100000000.0,6464000000000000.0,,,315000000.0,316000000.0,,5475000000000000.0,CEG,-142000000.0,,,296000000.0,,
325,,-5348000000.0,2790.0,2780.0,,883000000.0,813000000.0,8333000000000000.0,,,317000000.0,318000000.0,,6161000000000000.0,CEG,-127000000.0,,,306000000.0,,
326,,-5134000000.0,2270.0,2260.0,,690000000.0,977000000.0,6951000000000000.0,,,322000000.0,323000000.0,,6111000000000000.0,CEG,-82000000.0,,,266000000.0,,
327,,-4777000000.0,2570.0,2560.0,,824000000.0,669000000.0,8138000000000000.0,,,324000000.0,325000000.0,,5446000000000000.0,CEG,-103000000.0,,,274000000.0,,
328,,-7560000000.0,290.0,290.0,,102000000.0,31000000.0,7921000000000000.0,,,328000000.0,328000000.0,,7591000000000000.0,CEG,-107000000.0,,,267000000.0,,
329,,-6091000000.0,-570.0,-570.0,,-193000000.0,0.0,4849000000000000.0,,,327000000.0,328000000.0,,6050000000000000.0,CEG,-75000000.0,,,262000000.0,,
330,2024-09-30,,,,,1280000000000000.0,3335000000000000.0,-163631772.19000053,,,,,-406000000.0,1.3795e+16,CHTR,-1311000000.0,,0.0,2145000000000000.0,,
331,2024-06-30,,,,,1231000000000000.0,3263000000000000.0,-274755294.9300003,,,,,-427000000.0,1.3685e+16,CHTR,-1328000000.0,,0.0,2170000000000000.0,,
332,2024-03-31,,,,,1106000000000000.0,3131000000000000.0,-185846468.79000092,,,,,-446000000.0,1.3679e+16,CHTR,-1316000000.0,,0.0,2190000000000000.0,,
333,2023-09-30,,,,,1255000000000000.0,3126000000000000.0,-81976502.32999992,,,,,-369000000.0,1.3584e+16,CHTR,-1306000000.0,,-15000000.0,2130000000000000.0,,
334,2023-06-30,,,,,1223000000000000.0,3298000000000000.0,45067594.20000076,,,,,-444000000.0,1.3659e+16,CHTR,-1298000000.0,,-85000000.0,2172000000000000.0,,
335,2023-03-31,,,,,1021000000000000.0,2926000000000000.0,-364023256.6100006,,,,,-374000000.0,1.3653e+16,CHTR,-1265000000.0,,-104000000.0,2206000000000000.0,,
336,2022-09-30,,,,,1185000000000000.0,2924000000000000.0,-535390690.1100006,,,,,-360000000.0,1.355e+16,CHTR,-1160000000.0,,-37000000.0,2177000000000000.0,,
337,2024-09-30,,2650.0,2630.0,,739000000000000.0,2576000000000000.0,7971000000000000.0,,3590000000000000.0,,,,6.7583e+16,CI,-376000000.0,,,,,
338,2024-06-30,,5510.0,5450.0,,1548000000000000.0,2412000000000000.0,8880000000000000.0,,3684000000000000.0,,,,6.417e+16,CI,-375000000.0,,,,,
339,2024-03-31,,-970.0,-970.0,,-277000000000000.0,2256000000000000.0,7149000000000000.0,,3705000000000000.0,,,,9.9291e+16,CI,-322000000.0,,,,,
340,2023-09-30,,4790.0,4740.0,,1408000000000000.0,2240000000000000.0,8093000000000000.0,,3788000000000000.0,,,,5.2246e+16,CI,-365000000.0,,,,,
341,2023-06-30,,4960.0,4920.0,,1460000000000000.0,2221000000000000.0,8483000000000000.0,,3434000000000000.0,,,,5.1891e+16,CI,-363000000.0,,,,,
342,2023-03-31,,4280.0,4240.0,,1267000000000000.0,2015000000000000.0,8152000000000000.0,,3538000000000000.0,,,,4.9588e+16,CI,-358000000.0,,,,,
343,2022-09-30,,9070.0,8970.0,,2757000000000000.0,2141000000000000.0,6765000000000000.0,,3148000000000000.0,,,,7.8042e+16,CI,-304000000.0,,,,,
344,2024-09-30,-1959000000.0,900.0,900.0,3074000000000000.0,737000000.0,1065000000000000.0,877000000.0,,-1979000000.0,,,-210000000.0,5033000000000000.0,CL,0.0,0.0,,,,
345,2024-06-30,-1992000000.0,890.0,890.0,3066000000000000.0,731000000.0,1092000000000000.0,893000000.0,,-1939000000.0,,,-243000000.0,5058000000000000.0,CL,0.0,0.0,,,,
346,2024-03-31,-2026000000.0,830.0,830.0,3039000000000000.0,683000000.0,1047000000000000.0,869000000.0,,-1916000000.0,,,-238000000.0,5065000000000000.0,CL,0.0,0.0,,,,
347,2023-09-30,-2038000000.0,860.0,860.0,2877000000000000.0,708000000.0,1029000000000000.0,915000000.0,,-1822000000.0,,,-209000000.0,4915000000000000.0,CL,0.0,0.0,,,,
348,2023-06-30,-2035000000.0,610.0,600.0,2787000000000000.0,502000000.0,974000000000000.0,813000000.0,,-1768000000.0,,,-353000000.0,4822000000000000.0,CL,0.0,0.0,,,,
349,2023-03-31,-2058000000.0,450.0,450.0,2712000000000000.0,372000000.0,909000000000000.0,222000000.0,,-1758000000.0,,,-147000000.0,4770000000000000.0,CL,0.0,0.0,,,,
350,2022-09-30,-1907000000.0,740.0,740.0,2548000000000000.0,618000000.0,947000000000000.0,910000000.0,,-1634000000.0,,,-210000000.0,4455000000000000.0,CL,0.0,0.0,,,,
351,2024-09-30,,0.0,0.0,,3629000000000000.0,5859000000000000.0,-17746999998.12,,,,,-1243000000.0,3.207e+16,CMCSA,-1037000000.0,,,2219000000.0,,
352,2024-06-30,,0.0,0.0,,3929000000000000.0,6635000000000000.0,-15002999997.99,,,,,-1336000000.0,2.9688e+16,CMCSA,-1026000000.0,,,2153000000.0,,
353,2024-03-31,,0.0,0.0,,3857000000000000.0,5810000000000000.0,-18202999998.06,,,,,-1328000000.0,3.0058e+16,CMCSA,-1002000000.0,,,-2175000000.0,,
354,2023-09-30,,0.0,0.0,,4046000000000000.0,6475000000000000.0,-17548999998.04,,,,,-1468000000.0,3.0115e+16,CMCSA,-1060000000.0,,,-2203000000.0,,
355,2023-06-30,,1.02,1.02,,4248000000000000.0,6709000000000000.0,-17306000000.0,,,,,-1537000000.0,3.0513e+16,CMCSA,-998000000.0,,,-2195000000.0,,
356,2023-03-31,,0.91,0.91,,3834000000000000.0,5646000000000000.0,-17745000000.0,,,,,-1476000000.0,2.9691e+16,CMCSA,-1010000000.0,,,-2264000000.0,,
357,2022-09-30,,-1.05,-1.05,,-4598000000000000.0,-2425000000000000.0,-43892000000.0,,,,,-1014000000.0,2.9849e+16,CMCSA,-960000000.0,,,-2150000000.0,,
358,,,2510.0,2500.0,,901300000.0,256900000.0,2037700000000000.0,,,359400000.0,359989000.0,-264100000.0,1584400000000000.0,CME,,,,28200000.0,,
359,,,2430.0,2420.0,,872100000.0,217600000.0,2044300000000000.0,,,359330000.0,359869000.0,-271300000.0,1532500000000000.0,CME,,,,28700000.0,,
360,,,2350.0,2350.0,,844400000.0,148600000.0,2026800000000000.0,,,359258000.0,359833000.0,-258200000.0,1487900000000000.0,CME,,,,30100000.0,,
361,,,2060.0,2060.0,,740800000.0,-181300000.0,2096600000000000.0,,,359020000.0,359619000.0,-224100000.0,1337800000000000.0,CME,,,,31100000.0,,
362,,,2140.0,2140.0,,767800000.0,-408900000.0,2433900000000000.0,,,358940000.0,359429000.0,-238800000.0,1360200000000000.0,CME,,,,32300000.0,,
363,,,2430.0,2430.0,,872700000.0,4100000.0,2358100000000000.0,,,358933000.0,359313000.0,-273100000.0,1441600000000000.0,CME,,,,31900000.0,,
364,,,1870.0,1870.0,,671100000.0,298900000.0,1407700000000000.0,,,358715000.0,359288000.0,-200400000.0,1227800000000000.0,CME,,,,34500000.0,,
365,2024-09-30,-2320320000.0,,,,387388000.0,473256000.0,3030763000560000.0,,126614000.0,1367038000.0,1374605000.0,-115175000.0,2793576000000000.0,CMG,,,0.0,84349000.0,,
366,2024-06-30,-2387064000.0,,,,455671000.0,586053000.0,3212792000660000.0,,175028000.0,1372800000.0,1381518000.0,-152243000.0,2973117000000000.0,CMG,,,0.0,83562000.0,,
367,2024-03-31,-2260556000.0,,,,359287000.0,441292000.0,2809409026100000.0,,204625000.0,27444000.0,27624000.0,-101369000.0,2701848000000000.0,CMG,,,0.0,83243000.0,,
368,2023-09-30,-2076998000.0,,,,313217000.0,394950000.0,2636877000000000.0,,159501000.0,0.0,0.0,-100125000.0,2471948000000000.0,CMG,,,0.0,78546000.0,,
369,2023-06-30,-2082991000.0,,,,341790000.0,431810000.0,2710525000000000.0,,156496000.0,0.0,0.0,-106466000.0,2514801000000000.0,CMG,,,0.0,78771000.0,,
370,2023-03-31,-2000974000.0,,,,291644000.0,367606000.0,2500574000000000.0,,148340000.0,0.0,0.0,-84911000.0,2368580000000000.0,CMG,,,8949000.0,76585000.0,,
371,2022-09-30,-1883922000.0,,,,257138000.0,336253000.0,2319928000000000.0,,140896000.0,0.0,0.0,-82827000.0,2220175000000000.0,CMG,,,3712000.0,71416000.0,,
372,2024-09-30,-6285000000.0,5900.0,5860.0,2171000000000000.0,809000000.0,1050000000.0,1065900000.0,-359000000.0,-807000000.0,137200000.0,138100000.0,-200000000.0,8456000000000000.0,CMI,-83000000.0,99000000.0,0.0,,,
373,2024-06-30,-6603000000.0,5300.0,5260.0,2193000000000000.0,726000000.0,1045000000.0,974800000.0,-379000000.0,-828000000.0,137100000.0,137900000.0,-225000000.0,8796000000000000.0,CMI,-109000000.0,103000000.0,0.0,,,
374,2024-03-31,-6362000000.0,14100.0,14030.0,2041000000000000.0,1993000000.0,923000000.0,3575800000.0,-369000000.0,-839000000.0,141300000.0,142100000.0,-193000000.0,8403000000000000.0,CMI,-89000000.0,123000000.0,0.0,,,
375,2023-09-30,-6360000000.0,4630.0,4590.0,2071000000000000.0,656000000.0,950000000.0,872000000.0,-376000000.0,-831000000.0,141800000.0,142800000.0,-188000000.0,8431000000000000.0,CMI,-97000000.0,118000000.0,0.0,,,
376,2023-06-30,-6490000000.0,5080.0,5050.0,2148000000000000.0,720000000.0,997000000.0,922800000.0,-384000000.0,-873000000.0,141700000.0,142500000.0,-212000000.0,8638000000000000.0,CMI,-99000000.0,133000000.0,51000000.0,,,
377,2023-03-31,-6424000000.0,5580.0,5550.0,2029000000000000.0,790000000.0,1026000000.0,1010900000.0,-350000000.0,-753000000.0,141500000.0,142400000.0,-223000000.0,8453000000000000.0,CMI,-87000000.0,119000000.0,90000000.0,,,
378,2022-09-30,0.0,2830.0,2820.0,1642000000000000.0,400000000.0,626000000.0,621900000.0,-348000000.0,-708000000.0,141100000.0,142000000.0,-199000000.0,-5396000000000000.0,CMI,-61000000.0,70000000.0,0.0,,,
379,2024-09-30,,,,,4410.0,,1.9233e+16,,,,,-441000000.0,,COF,-9098000000.0,2.7468e+16,,0.0,,
380,2024-06-30,,,,,1380.0,,1.5179e+16,,,,,-54000000.0,,COF,-8672000000.0,2.4423e+16,,0.0,,
381,2024-03-31,,,,,3130.0,,1.7379e+16,,,,,-302000000.0,,COF,-8826000000.0,2.5384e+16,,0.0,,
382,2023-09-30,,,,,4450.0,,1.9441e+16,,,,,-432000000.0,,COF,-8310000000.0,2.5378e+16,,24000000.0,,
383,2023-06-30,,,,,3520.0,,1.7357e+16,,,,,-297000000.0,,COF,-7847000000.0,2.3801e+16,,22000000.0,,
384,2023-03-31,,,,,2310.0,,1.5396e+16,,,,,-203000000.0,,COF,-7513000000.0,2.3048e+16,,14000000.0,,
385,2022-09-30,,,,,4200.0,,1.5853e+16,,,,,-493000000.0,,COF,-6146000000.0,2.2339e+16,,17000000.0,,
386,2024-09-30,-1035680000.0,0.3,0.28,,75495000.0,169513000.0,920630000.0,,495157000.0,248834000.0,267440000.0,6914000.0,1205193000.0,COIN,-20530000.0,,,,,
387,2024-06-30,-1106511000.0,0.15,0.14,,36150000.0,343117000.0,250305000.0,,485377000.0,246298000.0,266831000.0,96387000.0,1449628000.0,COIN,-20507000.0,,,,,
388,2024-03-31,-877109000.0,4.84,4.4,,1176245000.0,760461000.0,4414233000.0,,385821000.0,242793000.0,267945000.0,-261179000.0,1637570000.0,COIN,-19071000.0,,,,,
389,2023-09-30,-753973000.0,-0.01,-0.01,,-2265000.0,-79825000.0,581423000.0,,330808000.0,237270000.0,237270000.0,-36926000.0,674148000.0,COIN,-20821000.0,,,,,
390,2023-06-30,-781486000.0,-0.42,-0.42,,-97405000.0,-73575000.0,181520000.0,,342841000.0,234614000.0,234641000.0,-18722000.0,707911000.0,COIN,-21672000.0,,,,,
391,2023-03-31,-896404000.0,-0.34,-0.34,,-78896000.0,-123875000.0,239934000.0,,312737000.0,231489000.0,231489000.0,86780000.0,772529000.0,COIN,-21536000.0,,,,,
392,2022-09-30,-1146823000.0,-2.43,-2.43,,-544635000.0,-556484000.0,-1066881000.0,,415045000.0,223916000.0,223916000.0,99055000.0,590339000.0,COIN,-21507000.0,,,,,
393,2024-09-30,,1770.0,1760.0,,2059000000000000.0,,1.1406e+16,,186000000.0,1161318000000000.0,1163227000000000.0,-1176000000.0,1.3041e+16,COP,189000000.0,,,2390000000000000.0,,
394,2024-06-30,,1990.0,1980.0,,2329000000000000.0,,1.1966e+16,,164000000.0,1168198000000000.0,1170299000000000.0,-1330000000.0,1.362e+16,COP,198000000.0,,,2334000000000000.0,,
395,2024-03-31,,2160.0,2150.0,,2551000000000000.0,,1.2324e+16,,178000000.0,1177921000000000.0,1180320000000000.0,-1257000000.0,1.3848e+16,COP,205000000.0,,,2211000000000000.0,,
396,2023-09-30,,2330.0,2320.0,,2798000000000000.0,,1.2808e+16,,169000000.0,1196641000000000.0,1199746000000000.0,-1302000000.0,1.425e+16,COP,194000000.0,,,2095000000000000.0,,
397,2023-06-30,,1840.0,1840.0,,2232000000000000.0,,1.1025e+16,,205000000.0,1207443000000000.0,1210342000000000.0,-1130000000.0,1.2351e+16,COP,179000000.0,,,2010000000000000.0,,
398,2023-03-31,,2380.0,2380.0,,2920000000000000.0,,1.3748e+16,,159000000.0,1220228000000000.0,1223355000000000.0,-1642000000.0,1.4811e+16,COP,188000000.0,,,1942000000000000.0,,
399,2022-09-30,,3560.0,3550.0,,4527000000000000.0,,2.0076e+16,,148000000.0,1265893000000000.0,1269321000000000.0,-2913000000.0,2.1013e+16,COP,199000000.0,,,1872000000000000.0,,
400,2024-12-31,-78929022000.0,,,2558038000000000.0,488600000.0,706254000.0,-1130738994.43,,,193758000.0,195188000.0,-126728000.0,8.148706e+16,COR,-27933000.0,,45760000.0,-112712000.0,-5119000.0,
401,2024-06-30,-71830576000.0,,,2410777000000000.0,483463000.0,672476000.0,-578407994.63,,,0.0,0.0,-140740000.0,7.4241353e+16,COR,-31328000.0,,-42257000.0,-107940000.0,0.0,
402,2024-03-31,-65876284000.0,,,2538023000000000.0,420775000.0,553259000.0,-957750995.29,,,0.0,0.0,-45861000.0,6.8414307e+16,COR,-64130000.0,,-75627000.0,-106230000.0,0.0,
403,2023-12-31,-69784021000.0,,,2468812000000000.0,601500000.0,822875000.0,-322422993.5,,,0.0,0.0,-180390000.0,7.2252833e+16,COR,-40564000.0,,-34441000.0,-104178000.0,0.0,
404,2023-06-30,-64682397000.0,,,2264646000000000.0,479581000.0,670128000.0,-394322994.79499996,,,0.0,0.0,-129615000.0,6.6947043e+16,COR,-57864000.0,,0.0,-104504000.0,0.0,
405,2023-03-31,-61161763000.0,,,2295442000000000.0,435402000.0,560519000.0,-536073995.235,,,0.0,0.0,-83917000.0,6.3457205e+16,COR,-64109000.0,,0.0,-100681000.0,0.0,
406,2022-12-31,-60700879000.0,,,2145953000000000.0,479745000.0,633143000.0,-362314994.83500004,,,0.0,0.0,-117285000.0,6.2846832e+16,COR,-46016000.0,,0.0,-99542000.0,0.0,
407,2025-02-16,,4030.0000000000005,4019.9999999999995,,1788000000000000.0,2316000000000000.0,-52433132000.0,,-5663000000.0,,,-634000000.0,6.3723e+16,COST,-36000000.0,142000000.0,,,,
408,2024-11-24,,4050.0,4040.0,,1798000000000000.0,2196000000000000.0,-50914121000.0,,-5846000000.0,,,-508000000.0,6.2151e+16,COST,-37000000.0,147000000.0,,,,
409,2024-05-12,,3790.0,3780.0,,1681000000000000.0,2197000000000000.0,-48000280000.0,,-5145000000.0,,,-603000000.0,5.8515e+16,COST,-41000000.0,128000000.0,,,,
410,2024-02-18,,3930.0,3920.0,,1743000000000000.0,2062000000000000.0,-48014354000.0,,-5240000000.0,,,-494000000.0,5.8442e+16,COST,-41000000.0,216000000.0,,,,
411,2023-11-26,,3580.0,3580.0,,1589000000000000.0,1984000000000000.0,-47462770000.0,,-5358000000.0,,,-517000000.0,5.7799e+16,COST,-38000000.0,160000000.0,,,,
412,2023-05-07,,2940.0,2930.0,,1302000000000000.0,1679000000000000.0,-44515826000.0,,-4794000000.0,,,-469000000.0,5.3648e+16,COST,-36000000.0,128000000.0,,,,
413,2023-02-12,,3300.0,3300.0,,1466000000000000.0,1903000000000000.0,-45551648000.0,,-4940000000.0,,,-517000000.0,5.5266e+16,COST,-34000000.0,114000000.0,,,,
414,2024-09-30,-2346000000.0,900.0,900.0,,837000000.0,1203000000000000.0,2171000000190000.0,,,933200000.0,935300000.0,0.0,3549000000000000.0,CP,-192000000.0,,,472000000.0,,
415,2024-06-30,-2336000000.0,970.0,970.0,,905000000.0,1267000000000000.0,2324000000190000.0,,,932800000.0,934600000.0,0.0,3603000000000000.0,CP,-200000000.0,,,473000000.0,,
416,2024-03-31,-2371000000.0,830.0,830.0,,775000000.0,1149000000000000.0,2190000000190000.0,,,932400000.0,934400000.0,0.0,3520000000000000.0,CP,-206000000.0,,,467000000.0,,
417,2023-09-30,-2166000000.0,840.0,840.0,,780000000.0,1173000000000000.0,2058000000190000.0,,,931500000.0,933900000.0,0.0,3339000000000000.0,CP,-207000000.0,,,451000000.0,,
418,2023-06-30,-2230000000.0,1420.0,1420.0,,1323000000.0,944000000000000.0,1571000000189999.5,,,931200000.0,933800000.0,281000000.0,3174000000000000.0,CP,-204000000.0,,,410000000.0,,
419,2023-03-31,-1437000000.0,860.0,860.0,,800000000.0,829000000000000.0,544000000190000.06,,,930700000.0,933500000.0,800000000.0,2266000000000000.0,CP,-154000000.0,,,225000000.0,,
420,2022-09-30,-1375000000.0,960.0,960.0,,891000000.0,937000000000000.0,2349900000190000.0,,,0.0,0.0,1283000000.0,2312000000000000.0,CP,-166000000.0,,,213000000.0,,
421,2024-09-30,-2160000000.0,0.0,0.0,,1899000000080000.0,109000000.0,132000000.0,,2160000000000000.0,1795000000.0,0.0,-68000000.0,7866000000000000.0,CPNG,-36000000.0,55000000.0,4000000.0,,,
422,2024-06-30,-2167000000.0,0.0,0.0,,1711999999920000.0,-25000000.0,3000000.0,,2167000000000000.0,1789000000.0,0.0,-108000000.0,7323000000000000.0,CPNG,-37000000.0,53000000.0,12000000.0,,,
423,2024-03-31,-1889000000.0,0.0,0.0,,3614000000000000.0,40000000.0,50000000.0,,1889000000000000.0,0.0,0.0,-83000000.0,7114000000000000.0,CPNG,-27000000.0,55000000.0,0.0,,,
424,2023-09-30,-1478303000.0,0.0,0.0,,3683974000100000.0,87484000.0,108874000.0,,1478303000000000.0,0.0,0.0,-25350000.0,6183555000000000.0,CPNG,-13295000.0,50237000.0,0.0,,,
425,2023-06-30,-1376146000.0,0.0,0.0,,3724802000160000.0,147642000.0,165977000.0,,1376146000000000.0,0.0,0.0,-26026000.0,5837889000000000.0,CPNG,-12813000.0,41630000.0,0.0,,,
426,2023-03-31,-1313152000.0,0.0,0.0,,3660151000100000.0,106775000.0,117280000.0,,1313152000000000.0,0.0,0.0,-32964000.0,5800530000000000.0,CPNG,-8278000.0,31861000.0,0.0,,,
427,2022-09-30,-1156468000.0,0.05,0.05,,90679000000000.0,77420000.0,30696000.0,,1156468000000000.0,1767275000.0,1790941000.0,-6883000.0,5101334000000000.0,CPNG,-6485000.0,15403000.0,11224000.0,,,
428,2025-01-31,-737105000.0,,,,400.0,426211000.0,2929555000000000.0,,99342000.0,,,-76510000.0,1311023000000000.0,CPRT,,40747000.0,0.0,,,
429,2024-10-31,-740462000.0,,,,370.0,406367000.0,2932811000000000.0,,105738000.0,,,-90142000.0,1285007000000000.0,CPRT,,45547000.0,0.0,,,
430,2024-04-30,-690056000.0,,,,181000390.0,437203000.0,2882843000000000.0,,88302000.0,,,-90002000.0,1290140000000000.0,CPRT,,36218000.0,0.0,,,
431,2024-01-31,-640249000.0,,,,108000330.0,379900000.0,2782795000000000.0,,84252000.0,,,-85226000.0,1166968000000000.0,CPRT,,33956000.0,0.0,,,
432,2023-10-31,-625040000.0,,,,-4999660.0,395376000.0,2785480000000000.0,,68643000.0,,,-90777000.0,1168312000000000.0,CPRT,,32005000.0,0.0,,,
433,2023-04-30,-602907000.0,,,,720.0,418924000.0,1801371000000000.0,,64506000.0,,,-89999000.0,1181274000000000.0,CPRT,,17878000.0,3628000.0,,,
434,2023-01-31,-591199000.0,,,,610.0,365525000.0,1720188000000000.0,,60975000.0,,,-83426000.0,1111451000000000.0,CPRT,,14480000.0,0.0,,,
435,2024-09-30,,3960.0,,4059000000000000.0,2765000000000000.0,3921000000000000.0,51000000.0,,-2184000000.0,681600000.0,685500000.0,-531000000.0,-6456000000.0,CRH,-164000000.0,33000000.0,,,,
436,2024-06-30,,3769.9999999999995,,3675000000000000.0,2606000000000000.0,3585000000000000.0,84000000.0,,-1948000000.0,685500000.0,688800000.0,-430000000.0,-5979000000.0,CRH,-155000000.0,36000000.0,,,,
437,2024-03-31,,0.0,,1807000000000000.0,230000000000000.0,189000000000000.0,14000000.32,,-1787000000.0,687800000.0,693400000.0,118000000.0,-4726000000.0,CRH,-133000000.0,43000000.0,,,,
438,2024-10-31,-5446000000.0,,,7339000000000000.0,965000000.0,1893000000000000.0,-91000000.0,1356000000000000.0,4034000000.0,,,1527000000000000.0,-2105000000.0,CRM,,,0.0,,,
439,2024-07-31,-5383000000.0,,,7166000000000000.0,973000000.0,1783000000000000.0,153000000.0,1349000000000000.0,3935000000.0,,,1429000000000000.0,-2159000000.0,CRM,,,0.0,,,
440,2024-04-30,-5262000000.0,,,6971000000000000.0,985000000.0,1709000000000000.0,166000000.0,1368000000000000.0,3886000000.0,,,1533000000000000.0,-2162000000.0,CRM,,,0.0,,,
441,2023-10-31,-5064000000.0,,,6565000000000000.0,981000000.0,1501000000000000.0,-17000000.0,1204000000000000.0,632000000.0,,,1224000000000000.0,1018000000.0,CRM,,,58000000.0,,,
442,2023-07-31,-5014000000.0,,,6490000000000000.0,986000000.0,1476000000000000.0,20000000.0,1220000000000000.0,632000000.0,,,1267000000000000.0,1000000000.0,CRM,,,45000000.0,,,
443,2023-04-30,-5710000000.0,,,6122000000000000.0,988000000.0,412000000000000.0,769000000.0,1207000000000000.0,638000000.0,,,0.0,1029000000.0,CRM,,,55000000.0,,,
444,2022-10-31,-5289000000.0,,,5749000000000000.0,1000000000.0,460000000000000.0,225000000.0,1280000000000000.0,664000000.0,,,0.0,1257000000.0,CRM,,,0.0,,,
445,2024-10-31,-810814000.0,0.0,0.0,755091000.0,-16822000.0,,-55723000.14,275602000.0,535212000.0,245536000.0,245536000.0,-16819000.0,-255087000.0,CRWD,-6587000.0,52201000.0,-429000.0,,,
446,2024-07-31,-712813000.0,0.0,0.0,726471000.0,542369000.38,,13658000.0,250908000.0,461905000.0,0.0,0.0,46690000.0,-237401000.0,CRWD,-6549000.0,51526000.0,-1031000.0,,,
447,2024-04-30,-689097000.0,0.0,0.0,696033000.0,535373000.35,,14592000.0,235249000.0,453848000.0,0.0,0.0,46264000.0,-225003000.0,CRWD,-6511000.0,45850000.0,0.0,,,
448,2023-10-31,-587847000.0,0.0,0.0,591010000.0,509761000.22,,3163000.0,196072000.0,391775000.0,0.0,0.0,26669000.0,-195004000.0,CRWD,-6503000.0,40086000.0,-474000.0,,,
449,2023-07-31,-564082000.0,0.0,0.0,548709000.0,488527000.07,,-15373000.0,179362000.0,384720000.0,0.0,0.0,8476000.0,-182917000.0,CRWD,-6444000.0,36638000.0,-1734000.0,,,
450,2023-04-30,-542806000.0,0.0,0.0,523350000.0,477503000.0,,-19226000.0,179065000.0,363741000.0,0.0,0.0,499000.0,-169230000.0,CRWD,-6387000.0,30521000.0,0.0,,,
451,2022-10-31,-479076000.0,-0.24,-0.24,422654000.0,-54956000.0,,-56422000.0,155256000.0,323820000.0,233785000.0,233785000.0,-54631000.0,-158228000.0,CRWD,-6334000.0,16245000.0,750000.0,,,
452,2025-01-25,-5998000000.0,610.0,610.0,9111000000000000.0,2428000000000000.0,3113000000000000.0,-21000000.0,2299000000000000.0,3424000000000000.0,3981000000000000.0,4005000000000000.0,2428000000000000.0,9111000000000000.0,CSCO,-404000000.0,238000000.0,,,,
453,2024-10-26,-6763000000.0,680.0,680.0,9121000000000000.0,2711000000000000.0,2358000000000000.0,215000000.0,2286000000000000.0,3547000000000000.0,3990000000000000.0,4013000000000000.0,2711000000000000.0,9121000000000000.0,CSCO,-418000000.0,286000000.0,,,,
454,2024-04-27,-6082000000.0,470.0,460.0,8273000000000000.0,1886000000000000.0,2191000000000000.0,331000000.0,1948000000000000.0,3295000000000000.0,4042000000000000.0,4060000000000000.0,1886000000000000.0,8273000000000000.0,CSCO,-357000000.0,411000000.0,,,,
455,2024-01-27,-5121000000.0,650.0,650.0,8217000000000000.0,2634000000000000.0,3096000000000000.0,-8000000.0,1943000000000000.0,3100000000000000.0,4055000000000000.0,4073000000000000.0,2634000000000000.0,8217000000000000.0,CSCO,-120000000.0,324000000.0,,,,
